index,name,time,no_of_ppl,prep_time,caloaries,main_component,ingredients,prep,img_link
311,      طاجن لحمة بالخضار          ,غداء,4,105,436,لحم و كوسة ,"   500 جم  لحم مقطع مكعبات.  ,   250 جم  كوسة مقطعة مكعبات.  ,   250 جم جزر مقطع مكعبات متوسطة الحجم.  ,    250 جم باذنجان مقطع مكعبات متوسطة الحجم.  ,   250 جم بطاطس مقشرة ومقطعة مكعبات متوسطة الحجم.  ,    250 جم فاصوليا خضراء مقطعة قطع كبيرة.  ,    250 جم فلفل ملّون  أخضر وأحمر وأصفر  مقطع مكعبات متوسطة الحجم.  ,  1000 مل عصير طماطم مركز.  ,   بصلة كبيرة مقطعة شرائح.  ,   3 فصوص ثوم كبيرة مقطعة شرائح رفيعة.  ,   2 ملعقة كبيرة زيت.  ,  1 ملعقة كبيرة صلصة طماطم.  ,   1 ملعقة صغيرة بهارات مشكّلة.  ,   ملح وفلفل أسود.      ","      سخني الفرن عند درجة حرارة 200.  ,   ضعي الطاجن أو البرام في الفرن حتى يسخن.  ,   على نار متوسطة سخني الزيت، ثم أضيفي قطع اللحم، وحمريه حتى يُصبح لونه بنيًا.  ,   ارفعي اللحم من القدر، ثم ضعيه في وعاء، واتركيه جانبًا.  ,   في الزيت نفسه، ضعي البصل وقلبيه حتى يذبل.  ,   أضيفي باقي الخضار، وقلبي لمدة 10 دقائق، ثم أضيفي الثوم وقلبي لمدة دقيقتين.  ,   أضيفي الملح والفلفل الأسود والبهارات وصلصة الطماطم والفلفل الحار وقلبي جيدًا.  ,   أضيفي اللحم وعصير الطماطم وقلبي، ثم اتركيه حتى يغلي.  ,   صبي خليط الخضار واللحم في الطاجن، ثم غطيه بورق فويل جيدًا.  ,   ضعي الطاجن في الفرن لمدة 60 دقيقة.  ,   أزيلي الفويل، ثم ضعيه في الفرن مرة أخرى لمدة 20 دقيقة.  ,   قدميه ساخنًا مع الأرز بالشعيرية.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/089/301/mobile-watermarked-large-card/%25D8%25B7%25D8%25B1%25D9%258A%25D9%2582%25D8%25A9-%25D8%25B9%25D9%2585%25D9%2584-%25D8%25B7%25D8%25A7%25D8%25AC%25D9%2586-%25D9%2584%25D8%25AD%25D9%2585%25D8%25A9-%25D8%25A8%25D8%25A7%25D9%2584%25D8%25AE%25D8%25B6%25D8%25A7%25D8%25B1.jpg
312,      اللحمة المفرومة بالبصل والطماطم          ,غداء,4,30,249.59,لحم ,"      500 جرام لحم مفروم.  ,   2 بصلة متوسطة الحجم مُقطعة.  ,   500 جرام طماطم مٌقطعة.  ,   1 ملعقة صغيرة إكليل الجبل  روزماري .  ,   ملح وفلفل حسب الرغبة.  ,   1 ملعقة صغيرة  5  بهارات لحم.  ,   200 جم  جزر مبشورة.  ,  1 ملعقة كبيرة  زيت زيتون.      ","      في مقلاة، أضيفي الزيت والبصل وقلبي إلى أن يذبل، ثم أضيفي اللحم المفروم والفلفل الأسود واتركيه إلى أن يصبح لونه بنيًا.  ,   صفي أي زيت زائد إذا أردتِ، ثم أضيفي الطماطم والجزر والبهارات والروزماري والملح وقلبي جيدًا، اتركيه حتى يغلي، ثم غطي المقلاة واتركيه على نار هادئة لمدة 20 دقيقة حتى ينضج اللحم.  ,   قدميها ساخنة.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/107/898/mobile-watermarked-large-card/%D8%A7%D9%84%D9%84%D8%AD%D9%85%D8%A9-%D8%A7%D9%84%D9%85%D9%81%D8%B1%D9%88%D9%85%D8%A9-%D8%A8%D8%A7%D9%84%D8%A8%D8%B5%D9%84-%D9%88-%D8%A7%D9%84%D8%B7%D9%85%D8%A7%D8%B7%D9%85.jpg
313,      بسلة بالصلصة واللحم          ,غداء,4,40,391,بسلة ,"      500 جم بسلة  ,   3 بصلات  كبيرة مقطعة  ,   صلصة طماطم  ,   500 جم لحم  ,  400 مل  مرق  شوربة   ,   ملح وفلفل وكمون حسب الرغبة  ,   بهارات  ,   بطاطس مقطعة مكعبات  اختياري   ,   جزر مقطع مكعبات  اختياري   ,   زيت وزبدة للطهي      ","      يقطع البصل بكمية كبيرة قطع صغيرة ويقسم إلى نصفين  ,   يوضع كل منها في إناء على النار مع بعض الزيت وقطعة صغيرة من الزبد  ,   بعد أن يصبح كل منهما لونه أصفر يضاف إلى الإناء الأول صلصة الطماطم وملعقة من الصلصة الجاهزة لإعطائها لون داكن  ,   بالنسبة للإناء الثاني تضاف قطع اللحم وتشوح قليلًا وبعد أن يتغير لونها قليلًا يضاف الماء والبهارات وتترك لتنضج تمامًا ثم يضاف الملح في النهاية  ,   تستخدم بعض من شوربة اللحم مع الصلصة ثم يترك المزيج قليلًا  ,   تضاف البسلة إلى الصلصة وتترك لتنضج ويمكن إضافة الجزر والبطاطس ولكن في النهاية لأنهما سريعا النضج  ,   يمكن إضافة قطع اللحم مع البسلة أو تقديمها وحدها بعد تصفيتها من الشوربة      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/049/141/mobile-watermarked-large-card/%2520%25D8%25A8%25D8%25B3%25D9%2584%25D8%25A9-%25D8%25A8%25D8%25A7%25D9%2584%25D8%25B5%25D9%2584%25D8%25B5%25D8%25A9-%25D9%2588-%25D8%25A7%25D9%2584%25D9%2584%25D8%25AD%25D9%2585.jpg
314,      طاجن بسلة باللحم المفروم          ,غداء,6,90,350,بسلة ,"  1000 جم  بازلاء.  ,    500 جم  طماطم مقشرة ومفرومة.  ,     500 جم  لحم مفروم.  ,   500 جم  جزر مقطع مكعبات صغيرة.  ,     180 مل  ماء.  ,   بصلة كبيرة مفرومة ناعمًا.  ,   4 فصوص ثوم.  ,   2 ملعقة كبيرة  صلصة طماطم.  ,   2 ملعقة كبيرة   زيت.  ,    200 جم  فلفل حار مفروم.  ,   1 ملعقة صغيرة  حبهان مطحون.  ,   1 ملعقة صغيرة  قرفة مطحونة.  ,   1 ملعقة صغيرة  بهارات مشكلة.  ,   مكعب مرق دجاج مطحون.  ,   ملح وفلفل أسود      ","      سخني الفرن عند درجة حرارة 200 درجة مئوية، ثم ضعي به طاجن فخار ليسخن.  ,   على نار متوسطة، سخني الزيت، ثم أضيفي اللحم وقلبيه حتى يُصبح لونه بنيًا.  ,   أضيفي الملح والفلفل الأسود والحبهان والقرفة والبهارات والفلفل الحار والثوم، وقلبي جيدًا.  ,   قلبي اللحم باستمرار لمدة 15 دقيقة.  ,   اسلقي البازلاء في ماء مغلٍ ومملح لمدة 30 دقيقة، ثم صفيها من الماء.  ,   أضيفي البازلاء إلى اللحم، وقلبي لمدة دقيقتين، ثم أضيفي الجزر والبصل، وقلبي لمدة 3 دقائق.  ,   أضيفي الماء والطماطم والملح والفلفل الأسود ومكعب المرق وصلصة الطماطم، وقلبي جيدًا حتى تمتزج المكونات.  ,   اتركي الخليط حتى يغلي، ثم ضعيه في الطاجن، ثم ضعيه في الفرن لمدة 45 دقيقة.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/097/143/mobile-watermarked-large-card/%D8%B7%D8%A7%D8%AC%D9%86-%D8%A8%D8%B3%D9%84%D8%A9-%D8%A8%D8%A7%D9%84%D9%84%D8%AD%D9%85-%D8%A7%D9%84%D9%85%D9%81%D8%B1%D9%88%D9%85.jpg
315,      سلطة الفاصوليا الخضراء بالطماطم          ,غداء,3,30,400,فاصوليا خضراء ,"  500 جم  فاصوليا خضراء مقطعة قطعًا صغيرة.  ,   250 جم  طماطم كرزية مقطعة نصفين.  ,   بصلة صغيرة حمراء مقطعة شرائح رفيعة.  ,   100 جم  جبن فيتا مقطعة مكعبات.  ,   65 جم  زيتون كالاماتا مقطع شرائح.  ,    50 جم  بقدونس وشبت وريحان مفروم.      ","      اسلقي الفاصوليا في إناء من الماء المغلي والمملح لمدة 5 – 8 دقائق، ثم صفيها من الماء، واتركيها جانبًا حتى تهدأ قليلًا.  ,   في وعاء كبير، ضعي جميع مقادير الصوص والبصل، وقلبي جيدًا، ثم اتركيه جانبًا لمدة 5 دقائق.  ,   أضيفي الفاصوليا والطماطم والزيتون والبقدونس والشبت والريحان، وقلبي جيدًا.  ,   أضيفي الجبن، وقلبي ببطء حتى لا يتفتت الجبن، ثم قدميها.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/101/839/mobile-watermarked-large-card/%D8%B7%D8%B1%D9%8A%D9%82%D8%A9-%D8%B9%D9%85%D9%84-%D8%B3%D9%84%D8%B7%D8%A9-%D8%A7%D9%84%D9%81%D8%A7%D8%B5%D9%88%D9%84%D9%8A%D8%A7-%D8%A7%D9%84%D8%AE%D8%B6%D8%B1%D8%A7%D8%A1.jpg
316,      الفاصوليا البيضاء على الطريقة التركية          ,غداء,6,145,307,فاصوليا بيضة," 400 جم  فاصوليا بيضاء.  ,   300 جم لحم ضأن مُقطع مكعبات.  ,   2 ملعقة كبيرة   زيت زيتون.  ,   بصلة مُقطعة مكعبات.  ,   100 جم  فلفل أخضر أو أحمر.  ,  1 ملعقة كبيرة معجون فلفل أو معجون طماطم.  , 1  ملعقة صغيرة  5 جم  كمون.  , 1  ملعقة صغيرة بابريكا.  ,   ملح وفلفل حسب الرغبة.  ,   ماء ساخن.      ","      انقعي الفاصوليا في ماء طوال الليل بعد غسلها، ثم صفيها.  ,   اغمري الفاصوليا بالماء واغليها، ثم خففي النار واتركيها تنضج، ثم صفيها.  ,   اطهي مكعبات اللحم في قدر مع ¼ كوب ماء، على نار منخفضة بعد الغليان لمدة 40 دقيقة  ,   اغلي ¼ كوب ماء، واضيفي إليه مكعبات اللحم، واتركيها تنضج على نار منخفضة بعد الغليان حتى يجف الماء.  ,   أضيفي زيت الزيتون والبصل والفلفل إلى اللحم وقلبي جيدًا لِتتجانس المكونات معًا، ويتحمر البصل.  ,   أذيبي معجون الفلفل في ربع كوب ماء ساخن، واسكبي المزيج فوق اللحم، قلبي جيدًا، واتركيه لمدة دقيقتين.  ,   أضيفي الفاصوليا والملح والبهارات، وقلبي جيدًا، واتركيه دقيقتين، ثم اغمري المكونات بالماء الساخن واتركيها لمدة 15 دقيقة.  ,   قدميها ساخنة مع الأرز.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/108/630/mobile-watermarked-large-card/%D8%A7%D9%84%D9%81%D8%A7%D8%B5%D9%88%D9%84%D9%8A%D8%A7-%D8%A7%D9%84%D8%A8%D9%8A%D8%B6%D8%A7%D8%A1-%D8%B9%D9%84%D9%8A-%D8%A7%D9%84%D8%B7%D8%B1%D9%8A%D9%82%D8%A9-%D8%A7%D9%84%D8%AA%D8%B1%D9%83%D9%8A%D8%A9.jpg
317,      سلطة الفاصوليا الحمراء والذرة          ,غداء,6,25,290.84,فاصوليا حمرا," 400 جم  فاصوليا حمراء معلبة  ,  200 جم  حبوب الذرة الحلوة  ,  125 مل  زيت زيتون  ,   80 مل  عصير ليمون  ,   60 مل  خل أبيض  ,   100 جم  كزبرة خضراء طازجة مفرومة  ,  200 جم  طماطم متوسطة مقطعة مكعبات  ,   200 جم  فلفل أحمر مقطعة مكعبات  ,   بصلة حمراء صغيرة مفرومة ناعمًا  ,   فص ثوم مهروس  ,   ملح وفلفل أسود      ","      في وعاء صغير، ضعي البصل والملح والخل، وقلبي جيدًا، ثم اتركيه جانبًا لمدة 15 دقيقة.  ,   اغسلي البصل جيدًا، حتى تتخلصي من الخل والملح.  ,   في وعاء كبير، ضعي البصل وباقي المقادير، وقلبي جيدًا، ثم قدميها.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/098/172/mobile-watermarked-large-card/%D8%B3%D9%84%D8%B7%D8%A9-%D8%A7%D9%84%D9%81%D8%A7%D8%B5%D9%88%D9%84%D9%8A%D8%A7-%D8%A7%D9%84%D8%AD%D9%85%D8%B1%D8%A7%D8%A1-%D9%88%D8%A7%D9%84%D8%B0%D8%B1%D8%A9.jpg
318,      البامية السورية          ,غداء,4,45,255,بامية ,"     500 جم بامية طازجة.  ,   400 جم لحم مقطع مكعبات.  ,   3 ملعقة كبيرة صلصة طماطم.  ,   6 فص ثوم مهروس.  ,   2 ملعقة كبيرة كزبرة طازجة مفرومة.  ,   2 ملعقة كبيرة عصير ليمون.  ,   2 ملعقة كبيرة زيت.      ","      اغسلي البامية وضعيها في مقلاة مع ملعقتين زيت، واقليها على نار هادئة حتى تحمر قليلًا.  ,   اسلقي اللحم في وعاء آخر لنصف ساعة تقريبًا، ثم أضيفي البامية على اللحم ومرقته.  ,   أضيفي صلصة الطماطم، واتركيها تغلي لمدة نصف ساعة.  ,   أضيفي الثوم والكزبرة والليمون، واغلي البامية لمدة خمس دقائق، ثم قدميها.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/090/472/mobile-watermarked-large-card/%25D8%25B7%25D8%25B1%25D9%258A%25D9%2582%25D8%25A9-%25D8%25B9%25D9%2585%25D9%2584-%25D8%25A7%25D9%2584%25D8%25A8%25D8%25A7%25D9%2585%25D9%258A%25D8%25A9-%25D8%25A7%25D9%2584%25D8%25B3%25D9%2588%25D8%25B1%25D9%258A%25D8%25A9.jpg
319,      طاجن بامية بالعدس          ,غداء,6,30,317,عدس,"   300 جم  عدس أصفر أو أحمر منقوع و مصفى من الماء  ,   1 ملعقة كبيرة صلصة طماطم  ,   1 ملعقة كبيرة بهارات  كمون، كزبرة، حبهان هيل ، قرفة، ليمون جاف عمانى، مطحون   ,   2 ملعقة كبيرة زبدة  ,   50 جم  بصل مفروم  ,   2 ملعقة كبيرة ثوم مفروم  ,  200 جم  بطاطس، مكعبات  ,  500 جم بامية  ,  120 مل  مرق دجاج      ","      ضعي العدس فى ماء ويُترك حتى يغلى على نار متوسطة حتى تمام النضج.  ,   ضيفي صلصة الطماطم والبهارات إلى العدس، مع التقليب.  ,   سخني الزبد فى إناء على نار متوسطة، ثم ُيضاف البصل و الثوم مع التقليب المستمر لمدة دقيقتين.  ,   ضيفي خليط البصل، إلى العدس، ويُضرب الخليط بالخلاط الكهربائي، جزئياً.  ,   ضيفي البطاطس والبامية بعد الغسل والتجفيف جيداً، ويُتبل بالملح والفلفل، ويُضاف المرق، ويترك الخليط لمدة 15دقيقة أو حتى تمام النضج.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/036/827/mobile-watermarked-large-card/%25D8%25B7%25D8%25A7%25D8%25AC%25D9%2586-%25D8%25A8%25D8%25A7%25D9%2585%25D9%258A%25D8%25A9-%25D8%25A8%25D8%25A7%25D9%2584%25D8%25B9%25D8%25AF%25D8%25B3.jpg
320,      البامية بدون لحم          ,غداء,5,75,104,بامية ,"  500 جم  بامية صغيرة الحجم.  ,   250 جم  طماطم مفرومة ومصفاة.  ,   250 مل  مرق دجاج.  ,   بصلة متوسطة مفرومة ناعمًا.  ,   2 فص ثوم مهروس.  ,   2 ملعقة كبيرة   زيت.  ,   1 مكعب مرق دجاج مطحون.  ,   1 ملعقة صغيرة   كزبرة جافة مطحونة.  ,   ملح وفلفل أسود.      ","      اغسلي البامية جيدًا، وجفيفها على منشفة نظيفة.  ,   على نار متوسطة، سخني الزيت، ثم أضيفي البصل، وقلبيه لمدة خمس دقائق حتى يذبل.  ,   أضيفي البامية، وقلبي لمدة خمس دقائق، ثم أضيفي الثوم والكزبرة والملح والفلفل الأسود، وقلبي لمدة دقيقة.  ,   أضيفي الطماطم والمرق ومكعب المرق، وقلبي جيدًا، ثم اتركي الخليط حتى يغلي.  ,   غطي القدر، واتركيه على نار هادئة جدًا لمدة 40 دقيقة حتى تنضج البامية مع التقليب من فترة لأخرى حتى لا تلتصق بقاع القدر.  ,   ضعي البامية في أطباق التقديم، وقدميها مع الليمون والخبز، أو قدميها مع الأرز الأبيض.      ",https://www.supermama.me/system/App/Entities/Recipe/images/000/103/455/mobile-watermarked-large-card/%D8%B7%D8%B1%D9%8A%D9%82%D8%A9-%D8%B9%D9%85%D9%84-%D8%A7%D9%84%D8%A8%D8%A7%D9%85%D9%8A%D8%A9-%D8%A8%D8%AF%D9%88%D9%86-%D9%84%D8%AD%D9%85.jpg
